6619500,7868|21110|11080|679|14020
5952250,7868|21110|11080|679|14020
145750,7868|21110|11080|679|14020
9288000,7868|21110|11080|679|14020
12008000,7868|21110|11080|679|14020
8555500,7868|21110|11080|679|14020
425500,7868|21110|11080|679|14020
4853750,7868|21110|11080|679|14020
5980500,7868|21110|11080|679|14020
4256500,7868|21110|11080|679|14020
9039750,7868|21110|11080|679|14020
4115500,7868|21110|11080|679|14020
12215000,21110|11080|14020|3228|27791
591750,7868|21110|11080|679|14020
11947000,21110|679|8689|3228|27791
5256500,7868|21110|11080|679|14020
7367000,7868|21110|11080|679|14020
4956000,7868|21110|11080|679|14020
7927750,7868|21110|11080|679|14020
9982500,7868|21110|11080|679|14020
4606000,7868|21110|11080|679|14020
6572500,21110|11080|679|14020|8689
10443000,7868|11080|679|14020|8689
1710500,21110|11080|679|14020|8689
9706000,7868|21110|11080|14020|8689
3913250,7868|21110|11080|679|3228
1627000,7868|21110|11080|679|14020
10063000,7868|11080|679|14020|8689
4195500,7868|21110|11080|679|14020
239250,7868|21110|11080|679|14020
5292000,7868|21110|11080|679|14020
1194750,21110|11080|14020|8689|3228
5108000,7868|21110|679|3228|27791
1617250,7868|21110|11080|679|14020
4054000,7868|21110|11080|679|14020
8145500,7868|21110|11080|679|14020
567250,21110|679|14020|8689|3228
12371000,7868|21110|11080|679|14020
6867750,7868|21110|11080|679|14020
1319000,7868|21110|11080|679|14020
1832000,21110|11080|679|14020|8689
3188000,7868|21110|11080|679|14020
8430000,7868|21110|11080|679|14020
29750,7868|21110|11080|679|14020
980000,7868|21110|11080|679|14020
5139250,7868|21110|679|14020|8689
6099250,21110|11080|679|14020|8689
2050000,7868|21110|11080|679|14020
2316250,7868|21110|11080|14020|8689
10533750,7868|21110|11080|679|14020
10915250,7868|21110|11080|679|14020
6458000,7868|21110|11080|679|14020
4557250,7868|21110|11080|679|14020
6250250,7868|21110|11080|679|14020
8909750,7868|21110|11080|679|14020
7116750,7868|21110|11080|679|14020
1815750,7868|21110|11080|679|14020
1971500,7868|21110|11080|679|14020
5170500,21110|11080|679|8689|3228
11111500,7868|21110|11080|679|14020
6996000,7868|21110|11080|679|14020
7016500,7868|21110|11080|679|8689
3335000,7868|21110|11080|679|14020
6264750,7868|11080|679|14020|8689
9202750,7868|21110|11080|679|14020
10302500,7868|21110|11080|14020|3228
3114000,7868|11080|679|14020|3228
9015000,7868|21110|11080|679|14020
452750,7868|21110|11080|679|8689
3404000,7868|21110|11080|679|14020
1063000,7868|21110|11080|679|14020
8435250,21110|679|14020|8689|3228
8869250,7868|21110|11080|679|14020
6126750,7868|21110|11080|679|14020
6766250,7868|21110|11080|679|14020
1579250,7868|21110|11080|679|14020
764750,7868|21110|11080|679|14020
2910750,7868|21110|11080|679|14020
12417500,7868|21110|11080|679|14020
8156500,7868|21110|11080|679|14020
418500,7868|21110|11080|679|14020
3245250,7868|21110|11080|679|14020
4423500,7868|21110|11080|679|14020
8195000,21110|679|14020|8689|3228
11632250,7868|21110|11080|679|14020
5034000,7868|21110|11080|679|14020
8845250,7868|11080|679|27791|12220
3168000,7868|21110|11080|679|14020
11493000,21110|11080|679|14020|3228
9079500,21110|11080|679|14020|8689
8730250,7868|21110|11080|679|14020
65500,7868|21110|11080|679|14020
6515500,7868|21110|11080|679|14020
832250,7868|21110|11080|679|14020
10054250,7868|21110|11080|679|14020
4503500,7868|21110|11080|679|14020
11142000,7868|21110|11080|679|14020
4376250,7868|21110|11080|679|14020
5901250,7868|21110|11080|679|14020
10521000,21110|11080|679|14020|8689
1561250,21110|11080|14020|8689|3228
7568750,7868|21110|11080|679|14020
2182750,7868|21110|11080|679|14020
190500,7868|21110|11080|679|14020
3977750,7868|21110|11080|679|14020
10401500,21110|679|14020|8689|3228
4814750,21110|11080|679|14020|8689
3226500,7868|21110|11080|679|14020
3588500,7868|11080|679|14020|8689
6247250,7868|21110|11080|14020|8689
10885750,7868|21110|11080|679|14020
11552750,7868|21110|11080|679|14020
10322250,7868|21110|11080|679|14020
7483500,7868|21110|11080|679|14020
3148500,7868|21110|11080|679|14020
11169500,7868|21110|11080|679|8689
7149500,7868|21110|11080|679|14020
10598500,7868|11080|679|14020|8689
47000,7868|21110|11080|679|14020
4102750,7868|21110|11080|679|14020
5655250,7868|21110|11080|679|8689
3293750,7868|21110|11080|679|14020
341000,7868|21110|11080|14020|8689
267250,7868|21110|11080|14020|8689
6654750,7868|21110|11080|679|14020
5957500,7868|21110|11080|679|14020
4475750,7868|11080|14020|3228|27791
7190750,7868|21110|11080|679|14020
7163250,7868|21110|11080|679|14020
12231250,7868|21110|11080|679|14020
12386500,7868|21110|11080|679|14020
11535500,7868|21110|11080|679|14020
